,season_year,season_type,gamekey,game_date,week,playid,game_clock,yardline,quarter,play_type,poss_team,home_team_visit_team,score_home_visiting,playdescription,No Play,PENALTY,declined,Offensive Holding,Defensive 12 On-field,Illegal Block Above the Waist,Fair Catch Interference,Running Into the Kicker,Unnecessary Roughness,Illegal Touch Kick,Illegal Use of Hands,False Start,Out of Bounds on Punt,Horse Collar Tackle,Face Mask,Ineligible Downfield Kick,Illegal Substitution,Illegal Formation,Delay of Game,Illegal Blindside Block,Neutral Zone Infraction,Tripping,Defensive Holding,Roughing the Kicker,Unsportsmanlike Conduct,Defensive Offside,Interference with Opportunity to Catch,Illegal Motion,Chop Block,Clipping,Invalid Fair Catch Signal,Illegal Shift,Offensive 12 On-field,Taunting,Offensive Pass Interference,Disqualification,Defensive Pass Interference,REVERSED,out of bounds,Touchback,fair catch,MUFF,downed,BLOCKED,TOUCHDOWN,no gain,FUMBLES,pass incomplete,Returned,returned for,return_yards,risk_factor,Season_Year,GameKey,PlayID,PlayUnique,GL,GLi,GLo,GR,GRi,GRo,P,PC,PDL1,PDL2,PDL3,PDL4,PDL5,PDL6,PDM,PDR1,PDR2,PDR3,PDR4,PDR5,PDR6,PFB,PLG,PLL,PLL1,PLL2,PLL3,PLM,PLM1,PLR,PLR1,PLR2,PLR3,PLS,PLT,PLW,PPL,PPLi,PPLo,PPR,PPRi,PPRo,PR,PRG,PRT,PRW,VL,VLi,VLo,VR,VRi,VRo
1810,2017,Reg,453,10/01/2017,4,305,10:24,TEN 33,1,Punt,TEN,HST-TEN,7 - 0,"(10:24) B.Kern punts 47 yards to HST 20, Center-B.Brinkley. T.Ervin to HST 24 for 4 yards (P.Supernaw).",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,for 4 yard,4.0,6.0,2017,453,305,2017-453-305,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0
1811,2017,Reg,520,11/05/2017,9,3647,02:32,CAR 27,4,Punt,CAR,CAR-ATL,20 - 17,"(2:32) M.Palardy punts 57 yards to ATL 16, Center-J.Jansen. A.Roberts to ATL 21 for 5 yards (B.Jacobs; D.Mayo).",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,for 5 yard,5.0,6.0,2017,520,3647,2017-520-3647,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1
1812,2016,Pre,38,08/26/2016,4,3485,12:54,WAS 39,4,Punt,WAS,WAS-BUF,21 - 16,"(12:54) T.Way punts 44 yards to BUF 17, Center-N.Sundberg. W.Powell to BUF 22 for 5 yards (T.Thorpe).",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,for 5 yard,5.0,6.0,2016,38,3485,2016-38-3485,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,1
1813,2016,Reg,110,09/25/2016,3,170,12:21,KC 42,1,Punt,NYJ,KC-NYJ,0 - 0,"(12:21) L.Edwards punts 35 yards to KC 7, Center-T.Purdum. T.Hill pushed ob at KC 17 for 10 yards (J.Martin).",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,for 10 yard,10.0,6.0,2016,110,170,2016-110-170,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0
1799,2017,Reg,464,10/08/2017,5,686,04:31,CIN 42,1,Punt,CIN,CIN-BUF,7 - 0,"(4:31) K.Huber punts 44 yards to BUF 14, Center-C.Harris. B.Tate to BUF 15 for 1 yard (C.Fejedelem).",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,for 1 yard,1.0,6.0,2017,464,686,2017-464-686,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,2,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0
1814,2016,Reg,110,09/25/2016,3,495,05:21,NYJ 38,1,Punt,KC,KC-NYJ,0 - 0,"(5:21) D.Colquitt punts 37 yards to NYJ 1, Center-J.Winchester, downed by KC-J.Winchester.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0,0.0,6.0,2016,110,495,2016-110-495,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0
1815,2016,Pre,39,08/25/2016,4,3083,13:13,SEA 22,4,Punt,SEA,SEA-DAL,27 - 10,"(13:13) J.Ryan punts 45 yards to DAL 33, Center-N.Frese. D.Swanson for 67 yards, TOUCHDOWN NULLIFIED by Penalty. PENALTY on DAL-V.Mayle, Illegal Block Above the Waist, 10 yards, enforced at DAL 39.",False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,0.0,6.0,2016,39,3083,2016-39-3083,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,1
1800,2017,Reg,501,10/22/2017,7,117,14:15,DAL 30,1,Punt,DAL,SF-DAL,0 - 0,"(14:15) C.Jones punts 56 yards to SF 14, Center-L.Ladouceur. T.Taylor to SF 24 for 10 yards (K.Frazier). FUMBLES (K.Frazier), RECOVERED by DAL-X.Woods at SF 26. X.Woods to SF 20 for 6 yards (D.Johnson). SF-D.Johnson was injured during the play. His return is Probable.  Two (2) yards of loose ball yardage.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0.0,6.0,2017,501,117,2017-501-117,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1
1788,2016,Pre,44,08/26/2016,4,1935,02:17,CAR 37,2,Punt,CAR,CAR-NE,0 - 9,"(2:17) K.Redfern punts 43 yards to NE 20, Center-J.Jansen, out of bounds.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0.0,6.0,2016,44,1935,2016-44-1935,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1
1798,2017,Reg,500,10/22/2017,7,3014,11:18,PIT 13,4,Punt,PIT,PIT-CIN,26 - 14,"(11:18) (Punt formation) J.Berry punts 51 yards to CIN 36, Center-K.Canaday. A.Erickson to PIT 45 for 19 yards (S.Davis).",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,for 19 yard,19.0,6.0,2017,500,3014,2017-500-3014,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1
1797,2017,Reg,632,12/24/2017,16,3553,10:21,TEN 33,4,Punt,TEN,TEN-LA,23 - 27,"(10:21) (Punt formation) B.Kern punts 62 yards to LA 5, Center-B.Brinkley. P.Cooper to LA 8 for 3 yards (D.Fluellen; T.Smith).",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,for 3 yard,3.0,6.0,2017,632,3553,2017-632-3553,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1
1780,2017,Reg,505,10/23/2017,7,2657,04:59,PHI 14,3,Punt,PHI,PHI-WAS,24 - 10,"(4:59) D.Jones punts 52 yards to WAS 34, Center-R.Lovato. J.Crowder to WAS 48 for 14 yards (N.Goode).",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,for 14 yard,14.0,6.0,2017,505,2657,2017-505-2657,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0
1817,2017,Reg,481,10/15/2017,6,1720,05:52,GB 21,2,Punt,GB,MIN-GB,14 - 7,"(5:52) (Punt formation) J.Vogel punts 56 yards to MIN 23, Center-T.Pepper. M.Sherels to MIN 18 for -5 yards (L.Kendricks).",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,for -5 yard,-5.0,6.0,2017,481,1720,2017-481-1720,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1
1781,2016,Reg,99,09/25/2016,3,427,09:32,BUF 23,1,Punt,BUF,BUF-ARZ,0 - 0,"(9:32) C.Schmidt punts 39 yards to ARZ 38, Center-G.Sanborn, fair catch by Jo.Brown.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,0.0,6.0,2016,99,427,2016-99-427,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0
1782,2016,Reg,147,10/16/2016,6,178,12:22,PIT 38,1,Punt,PIT,MIA-PIT,0 - 0,"(12:22) (Punt formation) J.Berry punts 38 yards to MIA 24, Center-G.Warren. J.Landry pushed ob at MIA 35 for 11 yards (S.Johnson).",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,for 11 yard,11.0,6.0,2016,147,178,2016-147-178,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0
1783,2016,Reg,74,09/11/2016,1,3118,11:41,CLV 45,4,Punt,PHI,PHI-CLV,22 - 10,"(11:41) D.Jones punts 45 yards to end zone, Center-J.Dorenbos, Touchback.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,0.0,6.0,2016,74,3118,2016-74-3118,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0
1784,2016,Reg,74,09/11/2016,1,3201,10:08,CLV 21,4,Punt,CLV,PHI-CLV,22 - 10,"(10:08) B.Colquitt punts 58 yards to PHI 21, Center-C.Hughlett. D.Sproles to PHI 29 for 8 yards (I.Crowell).",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,for 8 yard,8.0,6.0,2016,74,3201,2016-74-3201,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0
1785,2016,Pre,22,08/18/2016,3,2733,02:13,CHI 19,3,Punt,CHI,NE-CHI,23 - 11,"(2:13) P.O'Donnell punts 55 yards to NE 26, Center-A.Brewer. C.Harper to NE 39 for 13 yards (D.Houston-Carson).",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,for 13 yard,13.0,6.0,2016,22,2733,2016-22-2733,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0
1786,2016,Pre,21,08/20/2016,3,2884,01:45,CAR 44,3,Punt,TEN,TEN-CAR,10 - 19,"(1:45) (Punt formation) B.Kern punts 44 yards to end zone, Center-B.Brinkley, Touchback.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,0.0,6.0,2016,21,2884,2016-21-2884,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0
1787,2016,Pre,61,09/01/2016,5,2786,06:28,CHI 45,3,Punt,CLV,CLV-CHI,7 - 12,"(6:28) (Punt formation) K.Redfern punts 45 yards to end zone, Center-C.Hughlett, Touchback.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,0.0,6.0,2016,61,2786,2016-61-2786,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0
1789,2017,Reg,629,12/24/2017,16,122,13:41,NE 26,1,Punt,NE,NE-BUF,0 - 0,"(13:41) R.Allen punts 44 yards to BUF 30, Center-J.Cardona, fair catch by B.Tate.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,0.0,6.0,2017,629,122,2017-629-122,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0
1790,2016,Pre,37,08/28/2016,4,2728,07:41,CIN 48,3,Punt,JAX,JAX-CIN,3 - 21,"(7:41) R.Quigley punts 46 yards to CIN 2, Center-C.Tinker, downed by JAX-R.Davis.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0,0.0,6.0,2016,37,2728,2016-37-2728,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,1
1791,2016,Reg,134,10/09/2016,5,1927,00:26,MIA 21,2,Punt,MIA,MIA-TEN,14 - 21,"(:26) (Punt formation) M.Darr punts 46 yards to TEN 33, Center-J.Denney, fair catch by M.Mariani. PENALTY on MIA-W.Aikens, Fair Catch Interference, 15 yards, enforced at TEN 33.",False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,0.0,6.0,2016,134,1927,2016-134-1927,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1
1792,2016,Reg,110,09/25/2016,3,3123,06:45,KC 23,4,Punt,KC,KC-NYJ,17 - 3,"(6:45) D.Colquitt punts 48 yards to NYJ 29, Center-J.Winchester, fair catch by J.Marshall.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,0.0,6.0,2016,110,3123,2016-110-3123,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0
1793,2016,Pre,41,08/26/2016,4,3974,03:20,SF 5,4,Punt,SF,SF-GB,10 - 21,"(3:20) B.Pinion punts 52 yards to GB 43, Center-K.Nelson, downed by SF-P.Iworah.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0,0.0,6.0,2016,41,3974,2016-41-3974,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0
1794,2016,Reg,108,09/25/2016,3,372,10:08,TB 24,1,Punt,TB,TB-LA,0 - 7,"(10:08) (Punt formation) B.Anger punts 55 yards to LA 21, Center-A.DePaola. T.Austin ran ob at LA 29 for 8 yards (J.Keyes).",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,for 8 yard,8.0,6.0,2016,108,372,2016-108-372,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0
1795,2017,Reg,463,10/05/2017,5,981,00:33,TB 26,1,Punt,TB,TB-NE,0 - 3,"(:33) (Punt formation) B.Anger punts 50 yards to NE 24, Center-G.Sanborn. D.Amendola pushed ob at NE 33 for 9 yards (I.Johnson). PENALTY on NE-B.Bolden, Illegal Block Above the Waist, 10 yards, enforced at NE 33.",False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.0,6.0,2017,463,981,2017-463-981,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1
1796,2016,Reg,134,10/09/2016,5,3528,03:06,MIA 37,4,Punt,TEN,MIA-TEN,17 - 30,"(3:06) (Punt formation) B.Kern punts 26 yards to MIA 11, Center-B.Brinkley. J.Landry to MIA 23 for 12 yards (S.Spence).",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,for 12 yard,12.0,6.0,2016,134,3528,2016-134-3528,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0
1816,2016,Pre,39,08/25/2016,4,2747,01:59,DAL 48,3,Punt,SEA,SEA-DAL,20 - 10,"(1:59) J.Ryan punts 48 yards to end zone, Center-N.Frese, Touchback. PENALTY on DAL-H.Muamba, Roughing the Kicker, 15 yards, enforced at DAL 48 - No Play.",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,0.0,6.0,2016,39,2747,2016-39-2747,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1
1841,2016,Pre,32,08/20/2016,3,1112,13:07,DEN 34,2,Punt,DEN,DEN-SF,7 - 7,"(13:07) R.Dixon punts 34 yards to SF 32, Center-C.Kreiter, fair catch by B.Treggs. PENALTY on DEN-D.Watson, Ineligible Downfield Kick, 5 yards, enforced at SF 32.",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,0.0,6.0,2016,32,1112,2016-32-1112,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,1
1818,2017,Post,656,01/06/2018,1,1991,01:29,ATL 14,2,Punt,ATL,LA-ATL,7 - 13,"(1:29) M.Bosher punts 60 yards to LA 26, Center-J.Harris. P.Cooper to LA 40 for 14 yards (D.Kazee). PENALTY on LA-C.Littleton, Offensive Holding, 10 yards, enforced at LA 26.",False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.0,6.0,2017,656,1991,2017-656-1991,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,1
1819,2016,Pre,41,08/26/2016,4,1551,06:16,GB 43,2,Punt,GB,SF-GB,7 - 7,"(6:16) T.Masthay punts 39 yards to SF 18, Center-R.Lovato, fair catch by D.White. GB-J.Elliott was injured during the play.  PENALTY on SF-C.Davis, Offensive Holding, 9 yards, enforced at SF 18.",False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,0.0,6.0,2016,41,1551,2016-41-1551,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0
1840,2016,Reg,111,09/25/2016,3,3467,07:08,PHI 35,4,Punt,PHI,PHI-PIT,34 - 3,"(7:08) D.Jones punts 43 yards to PIT 22, Center-J.Dorenbos, fair catch by A.Brown.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,0.0,6.0,2016,111,3467,2016-111-3467,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0
1842,2016,Pre,32,08/20/2016,3,444,08:45,SF 20,1,Punt,SF,DEN-SF,7 - 0,"(8:45) B.Pinion punts 43 yards to DEN 37, Center-K.Nelson. K.Raymond to DEN 35 for -2 yards (M.Cromartie).",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,for -2 yard,-2.0,6.0,2016,32,444,2016-32-444,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0
1843,2017,Reg,521,11/05/2017,9,716,04:12,HST 38,1,Punt,HST,HST-IND,0 - 7,"(4:12) S.Lechler punts 56 yards to IND 6, Center-J.Weeks. Q.Bray to IND 19 for 13 yards (Z.Cunningham; J.Weeks).",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,for 13 yard,13.0,6.0,2017,521,716,2017-521-716,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1
